overall,reviewText,reviewTime,summary,year,sentiment
2,"Game freezes up alot and will not go to actual size of my screen, seems to be a knock off or burned game but i can deal with it for the price i guess",2013-06-28,price is decent,2013,Negative
5,"I've wanted to play this for so long. I've recently gotten a job, and I decided now was the time to finally get it. It's fantastic. One of my favorite Kingdom Hearts games so far! Thank you so much for making this available for people online, or else who knows when I would have ever gotten to play it?",2013-08-03,Amazing,2013,Positive
4,"These games are very basic, yet my kids always come back to playing them when there are lots of people wanting to play together and share the Wii experience.",2013-01-03,"Basic, yet still lots of fun",2013,Positive
3,"This is not the traditional RE we are used to. Most the game you will be killing hordes of black people for 10 minutes at a time. It's the same stuff all the through pretty much. It has bonus content after you beat it, but I wasn't that entertained, and traded it in after I beat it. Some parts were awesome and I'll admit it, but it isn't really worth playing after you've beaten it. It might keep you busy for a couple of days though. Good luck.",2013-08-10,This is NOT RE!,2013,Negative
1,"Just No. These controllers are not original N64 brand. I've bought and used more than 10 of these controllers. They work fine for a few days, but they all inevitably develop faulty joysticks and become useless just like the controllers you're most likely trying to replace.",2013-11-11,No.,2013,Negative
3,"Can't say that the drums are my favorite part of playing GH, but they are still more fun than singing. Unlike the guitars, the drums take actual skill, which can be a pain in the ass for casual players. The cord also snapped out of the back of the foot pedal when I accidentally dropped it.",2013-11-20,Better than singing ...,2013,Negative
5,Simply this game is the best assassins creed game to date. It reminds me of what sid miers dreamed of his pirates game with all the greatness that comes with an assassins creed game.,2013-12-30,Best of the Assassin's Creed's,2013,Positive
5,"It's Kingdom Hearts 2, what more can I say? Run through Disney stories wielding a giant key like a sword on ravenous shadows intent on making you one of them, and a secret organization that wants to use you for some mysterious reason. What's not to love?",2013-04-23,I love all KH,2013,Positive
4,"If you are looking to play with your family members this is a great game to buy, but if you are more interested in game challenges then this is not the game to buy.",2013-02-05,Great Game for the family,2013,Neutral
5,Loads of fun for my daughter and her friends.  It's an indoor adventure which makes you feel like you are outdoors.,2013-01-11,Great Game,2013,Positive
4,"Back in 2006 when I saw the trailer for the game I went crazy, and couldn't wait to get it...now that I finally have a ps3 I finally played this game and well, it could have been better...",2013-07-24,meh,2013,Negative
4,starts slow sometimes feels a little to much like work for little pay off but over all it is fun,2013-02-10,starts slow,2013,Neutral
4,"Monster Hunter Tri Ultimate is a re-re-release of the original game that came out on Wii a few years ago. In the ways of gameplay and graphics, it's essentially the same game. However, there is a slough of new content that has been added to the game including new monsters, items, and quests.

At it's core, it's a game about fighting, hunting, and capturing monsters and gathering resources to build new weapons and armor. The game is not very story driven, but makes up for this with it's excellent combat and addictive game play. Essentially, the game is a loot driven grind fest...and while this is definitely not for everyone, it's still got a very good sense of progression. The feeling of finally taking down a powerful monster after hours of working on both your gear and strategy is a satisfying feeling, and the game has just enough difficulty to keep you playing for the next challenge.

The 3DS version looks fantastic. Essentially it's the exact same game as the Wii U version, only portable. Being able to play it on the go is great, and for the most part the game is just as playable as it's Wii U counterpart. The 3D effect here looks good, but is mostly unnecessary and tacked on.

There are some serious drawbacks to the 3DS version, however...namely the fact that there is NO ONLINE MULTIPLAYER. With games like Mario Kart and Street Fighter having excellent multiplayer on the 3DS, it's a damn shame that Capcom did not include an online mode for this game. While there is local multiplayer, and you can transfer your save to the Wii U game...it is extremely disappointing to see a near perfect port without online functionality.

There are some other minor problems, as well. The camera is a bit of a pain to control, especially underwater. Fortunately, a well implemented touch screen D-pad helps quite a bit with this. Perhaps it is just a flaw with the 3DS, I also feel some discomfort after playing for too long, but perhaps this is just me.

If you don't have the Wii U, unfortunately you will not be playing online. But, thankfully, just about everything you can do online you can do offline. If you have some friends with this game, then you're all set...but even if not, it's still a pretty satisfying experience on it's own.",2013-03-23,"A Fantastic Portable Experience, but BEWARE: No Online Multiplayer.",2013,Positive
4,"Just stay alive until the helicopter comes back, so don't go far away and you'll have this title beat... it's better than the second title, because you don't need to look for medicine... ""If it ain't broke, don't fix it.""",2013-03-12,Better Than The Second,2013,Positive
5,great game.. Amazing game.  You won't find it anywhere else.  It is very different then most game out there. I love it.,2013-12-01,excellent game.,2013,Positive
3,the games itself was alright i just didn't care for it on the 3ds. i liked it better on the ps3,2013-02-22,ssf4,2013,Neutral
4,Nice addition to our gaming system for games that use the motion plus.  A little overpriced for a relatively small product that doesn't get used all the time.,2013-10-02,Good addition to our system,2013,Neutral
5,"Excellent product worked well, really recommend is a good productoa an unbeatable price, I am happy for this purchase reallmente if needed would buy another product equal.",2013-02-20,Full product expectations.,2013,Positive
5,"The creators of Dishonored disciples of the develop team( Looking Glass Studios) that made System Shock and it shows in this game. Just like their cohorts who made the acclaimed Bioshock series. though the story itself is a bit 1-dimensional, the sense of place is definitely intact. the gameplay is also excellent because it brings new ideas to the table and fleshes them out well. This is the booster shot the stealth genre needed and you would be missing out to pass on this title.",2013-05-31,Stealth That's Rather Unique,2013,Positive
5,It's better than the DS systems before it. The extra features like the camera are great. My nephew loves to play with it.,2013-06-05,Works Well,2013,Positive
3,"Not much to this game.  Okay if all you like to do is find objects, do jigsaw puzzles, and match items.",2013-05-28,review,2013,Negative
5,"My 12 year old laughs and dances, and laughs and dances... since the Just Dance 2014 - Nintendo Wii U arrived in our house! She says it was easy to navigate as well. It has fun songs and more realistic dances in her young opinion. One Direction and other favorites, plus funny, colorful costumes keep her and her friends busy and happy!",2013-11-21,Keeps kids laughing and dancing away!,2013,Positive
5,Can't wait till I get to play this bad boy on Friday. Battlefield 4 on Ps4 is what a console player has always dreamed of.,2013-11-12,"Bring on Next gen, it starts with Battlefield 4",2013,Positive
5,"For ~$20, this is a great deal for getting your GameCube up and running and storing all your large saves. No complaints so far... Had mine for about a month. The old 250 block card didn't quite hold up to the bevy of games I was trying to save to it. This one hasn't run out as yet. Yay for that...",2013-01-27,"Works like a charm. HAven't encountered any games it ""doesn't work with"" yet.",2013,Positive
5,"So many improvements from the first Rocksmith!
First I would like to say that as a guitar player, the original Rocksmith provided hours and hours of fun while learning to play some new songs. For that reason alone I would have bought this version just for the new songs to practice and learn. I was surprised to find how much Ubisoft was able to improve upon an already great product!

Features that used to take a long time to unlock, are now available from the beginning. Song difficulty is easy to change in the practice mode, so experienced players can turn up the difficulty so they aren't just plunking one or two notes during the whole song. You can also adjust difficulty for just a particular section of a song, so if you really want to focus on a solo or know the chords to a section, you can turn those sections up while letting the game adjust difficulty automatically in areas you might not know as well.

This game has also been fun for family members that do play guitar. The scaling difficulty really does allow players of all levels to play the game and most of the music is great and easy to listen to.

Overall, if your looking for more of the same Rocksmith, or would like to learn to play the guitar in a no pressure home environment, this is a sure thing!",2013-12-05,More of the same Rocksmith! What's not to love?,2013,Positive
4,"While I am THRILLED that another chapter of TWD was released, I was much less impressed with how short each story was. There were 5 chapters (I miraculously managed to play them all in chronological order) and each was only about 15 minutes...20 minutes at most. it was interesting how all of the characters' stories intertwined in the 400 day span that this chapter takes place, but makes you wonder what happens to some of them, when they are at one place in the beginning, and a while later, they are no where to be seen. I guess more questions could have been answered if this chapter wasn't over in barely over an hour.",2013-08-15,"Loved the new chapters, not how short they were",2013,Neutral
5,"I got this to complet the sires that I have so fare and still gating the others, best game ever.",2013-04-22,best game,2013,Positive
5,I bought this game for my 7 and 9 year old girls for Christmas and they love playing it. I love playing it with them as well. It is a great game and I bought it at a good price. I highly recommend this game for any child.,2013-01-16,Great Game,2013,Positive
5,"For a direct download, the game downloaded and installed very quickly with no hiccups. The sims is always a good game, with lots of DLC to go along with the game. Overall a great download and a great time waster if your someone like me who has time to wast.",2013-06-14,"It's the Sims, It's always a good game.",2013,Positive
5,"My daughter is so proud of this purchase.  I don't know where she heard about this game but it got her good and she just had to have it.  She was tickled when she found it at the price she did, plus, the game was in great shape.  Very happy with this purchase.",2013-03-26,Bully: Scholarship Edition,2013,Positive
4,Well I looked at the ads for this. I don't get it but I am sure she gets it. She says that's it get her to thinking about cooking and learning to do things. I think she is going to get all the games dealing with this character.,2013-04-27,Daughter wanted it So Daddy got it for her,2013,Positive
5,"This product exceeds my expectations. Sturdy case and the ""19 720p LED screen looks so crisp and polished compared to my plasma TV and I almost forgot, the speaker system sounds great and loud at 50% volume. I recommend this product if you travel a lot or you're in the military like myself, this is a must have. It will not disappoint!

UPDATE: The Vanguard will produce a 1080i output but GAEMS recommends 720p for the best gaming experience and I agree when I did a comparison between the two resolutions. Thanks for the comment GAEMS!

UPDATE 2: My PS4 fits in here too! Just be sure to tighten the Velcro straps. Had this case for more than a year and is still AWESOME!!!",2013-02-01,GAEMS is awesome if you are military or just travel alot!!,2013,Positive
5,"I have played over and over. Even when you beat it 100 percent, the hard mode becomes unlocked. This game's timeline takes place between super metroid (SNES) and metroid fusion (GBA). All three of three of these games are highly recomended.
Metroid: Other M has more storyline than I have ever seen in a Metroid game. (I like It)",2013-01-29,love it,2013,Positive
5,I mean this in the best way possible. I watched my roommate play through this game and it was like watching a really great action movie. The story was so good that I didn't get bored even though I wasn't the one playing. I did this for all 3 of these games.,2013-12-31,It's like watching a movie,2013,Positive
5,works great and locks in place. pricey but you get what you paid for. i recommend this stand over the cheaper ones if anyone wants to keep their ps3 still,2013-10-14,works great,2013,Positive
5,"This game was way fun, I wish it would have kept going. If you like uncharted or the old tomb raider games you sill definitely like this game.",2013-08-12,I recommend this game.,2013,Positive
2,"If you're looking for a relaxing little oldschool Golf experience, you're much better off with the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Game-Boy-version/dp/B00002ST44/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Game Boy version</a>. Golf on the NES is retro to the brim, but there were some sacrifices made in bringing the sport to the NES. The whole latter half of the screen is taken up by the map of the golf course, leaving the actual golf player (Mario??) inside a square view on the left side of the screen.
The control also takes a hit, as it's hard to tell how exactly you'll be striking the ball. I wouldn't be shocked if you keep hitting the ball out of bounds. The result is an irritating golf sim that's barely playable. Again,&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/the-portable-outing/dp/B00002ST44/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">the portable outing</a>&nbsp;aces better in control and the overall interface. Heck,&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Wii-Sports/dp/B0017Q4DGI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Wii Sports</a>&nbsp;even has a Golf game whose courses are remakes of the courses featured in this very game.
Whatever the case may be, it's just difficult to recommend this one....",2013-11-24,There are better options out there...,2013,Negative
5,"I've only played a couple of MMOs in the past and never got hooked. I played EverQuest back in 2000, and more recently I played a free-to-play MMO, Perfect World International. I enjoyed exploring the world, but after a few weeks that got boring and the weak excuses for a plot never held me. Because I got bored with the games I never got involved in the social aspect of them, either. Additionally, in Perfect World the economy is a mess because of the cash shop that keeps the game going.

I do love Final Fantasy Games, but the last one I played was FF XIII-1, and it was terribly boring and monotonous. Having heard bad things about the original version of this game, I didn't have high hopes, but when a friend gave me a beta key, I decided to try it out.

I was hooked from the introductory cutscene. The story is totally worthy of the Final Fantasy series, and the graphics are beautiful. The gameplay seems to be pretty standard MMO fare, but there is enough plot and enough variety of quest types to make it stay interesting.

I especially like that changing class is as easy as picking up a weapon/tool for that class. You level each class separately and can switch at will (there is a cooldown period during which your stats and skills are lowered after the switch, though).

Square has also done a great job of introducing newcomers to MMOs to the mechanics of playing as a member of a party and the various strategies to use against different types of enemies. This has made me actually enjoy party dungeon raids--something I had avoided before. I've gotten involved in a Free Company (analogous to a guild in other MMOs) and have loved the community there and in the game at large.

The ills of launch week are behind us. The datacenters have been upgraded to allow for more game population and character creation/login restrictions are being lifted every day. I rarely have to wait in a queue to get into a World, and then I am usually 1st or 2nd in the queue. Within seconds I'm in Eorzea.

The game is not perfect. There are still bugs being worked out, and occasionally people fall through the scenery and end up outside of areas meant for play. There are some gameplay mechanics issues that will probably worked out in the weeks to come (tab targeting is pretty unpredictable). And with a social game like this there will always be jerks in the community who ruin the experience for others. But, these aren't enough to make me not love this game.

Congratulations, SquareEnix, you have made me love an MMO and have restored my faith in your ability to create a fun, immersive game. Thanks!",2013-09-14,The game that has made me love an MMO,2013,Positive
5,"It's just like the perfect dark graphics engine has been refine, such a great game but is an old one and in that time you'd actually need to read and explore, the game is not going to tell you what how to proceed besides the main objectives.",2013-02-05,A blast from the past.,2013,Positive
5,"An X-mas present for my girlfriend. She loved this game growing up, and even though we haven't played it much, it works just fine and is still fun!",2013-07-23,Great game,2013,Positive
3,nice adventure game taught me how to read hiragana and katakana and can do it to you to if you let it. kinda like pokemon with archaeology with disney flair.,2013-01-23,disney + japanese is pretty good,2013,Positive
2,"I got to be honest this game hurts my eyes the graphics are so bad. It would be great for my n64, but what were they thinking? I would wait till is cost 10$ or less before you waste money.",2013-06-16,Pretty bad development,2013,Negative
5,"I can't put this game down. I loved the original Tactics on PS1 over 10 years ago and it still holds up. There are some slight differences, all the cities have different names, some of the Lucavi have different names too. If you don't know about the game play, it's turn-based panel style. This version also has the Dark Knight class which is freaking awesome. Also, to unlock certain jobs the level prerequisites are higher, some abilities cost more JP. You can see the differences laid out very well on the Tactics Wikia.",2013-06-13,Outstanding port,2013,Positive
5,"Finally they made a good batman game, and to have kevin Conroy and Mark Hamill in it made it awesome!",2013-11-17,This is what it means to be Batman,2013,Positive
5,BRAND NEW ON TIME & READY TO PLAY. I PUT IT IN ADDED MY MEMORY CARD JUST LIKE I NEVER STOPPED. :),2013-12-04,TEE IT UP,2013,Positive
5,"Some ROMS are unplayable with the keyboard controls, and every game feels better with an actual 64 controller in hand. It works exactly like it's expected to. Great device for enthusiasts that want to take their favorite N64 games on the go or online on Project64k",2013-05-09,"Very Little Set-up, Lots of pay-off",2013,Positive
5,"One of the few games that I've ever platinum'd. Being a fan of anything from the horror genre, I drowned myself in the story as much as I could. The environment and plot are all excellent, and the silent protagonist allows you to project your own feelings and expectations through the actions you perform in the game.

Play it! Then play 2 and 3!",2013-12-14,Play it in the Dark,2013,Positive
2,"So you know that feeling you get when there's this series or game that's awesome, and you hear about a REAL continuation to the main storyline, and...then you have this cop-out with a lot of add-ons that seem designed to pull in fans of OTHER series?

Imagine a long-time fan of The Lone Ranger. Imagine, the recent movie has JUST been ""unofficially"" been announced, and...the fan knows the movie's not going to be the same, I mean, there's only ever ONE Lone Ranger, but...
And then the poster. Everything the fan grew up on with The Lone Ranger, and all the work put in to even FIND the stuff, I mean, this WAS the late 90s, and even now hasn't seen it all...and along comes this...this MOCKERY. This...this face-painting and...I mean...

Apply it to Kingdom Hearts: Dream Drop Distance. The Lone Ranger mockery, the disappointment of Tales of Symphonia 2 and its complete and total LACK of the events of ToS what with Emil being essentially ignorant of...well...enough of ""recent"" events to not being even ruffled by the world suddenly being doubled in size and people...and this giant plant destroying half of one side of the world...and all that...there's no need to actually, you know, talk about what happened in the last game, because it's not relevant? And oh, hey, what's this Regeneration System? What? The world was split in two? When did...4k years ago? Umm...sure...I know all about it.......yeah...(not...really.... I'm confused...)

This disappointment, this let-down, was like all that. Combined. Not that it was anything like what happened with ToS 2...except what's this monster battle system? Oh. Pacts. Where's Tenebrae to make them? At least HE was funny...
It's not any one thing, really. It's just...not what I was expecting. And I wasn't expecting much, even. Just more KH and a relatively similar...what's this? Changed up the entire real KH system? Oh, the parts are there...they're just kinda floating around, disconnected, occasionally bumping into each other...

All that stuff with the Gummy Ship system? It's like this entire game is made of that level of...crap. At least at the end of the Gummy Ship battles you have a new world and never really have to battle that section again if you don't want to. This? It's like you take KH and make it as exciting and fun and...playable...as GS battles. ALL of it. One big Gummy Ship battle. Oh, and please add something between ""Random Monsters Beating Up Your Enemies"" and ""Tales of Symphonia 2's Pact System Monsters Helping You By Dying"". Real drudgery. That's the word.

KH:DDD is DRUDGERY.",2013-08-13,Is this REALLY KH?,2013,Negative
5,"Got this and plugged into my Asus ROG G74SX laptop. Worked without any issue rightaway.
The drivers auto installed (Win 7, 64-bit) and the Xbox360 controller immediately sync'ed up and started working.

Brilliant.",2013-04-18,Worked without any issue right off the bat without even needing any drivers install from CD or re-sync,2013,Positive
3,"If you're expecting an amazing headset, you need to start looking at higher priced ones. This one has decent sound and voice quality. From time to time they would crackle and not allow you to hear your friend, but that is expected from such a low priced one. It isn't super comfy, but I can except it for short term.  I recommend just buying one that's $50 and up.",2013-07-05,Decent quality and comfort,2013,Neutral
5,Exactly as described. Fit my sons ds lite. Easy to install onto ds. Met all my expectations. Created a fun cover for my sons ds,2013-01-20,Fun DS Lite cover.,2013,Positive
2,I bought this product in 2005 and started having issues with the fans about 1 year later.  I stopped using it in 2006 since it provided no value for my game console.  I replace this unit with a different air cooler.,2013-02-10,Xbox 360 Intercooler Review,2013,Negative
5,"The game may have had its share of flaws, but I feel that any game good enough to have 40 hours played in a month deserves 5 stars. It is similar to oblivion except its smaller and the npc programming is much more basic. What sets it apart is the combat. The combat is well designed although the Mage class is extremely overpowered.
In early game, hordes of enemies can be near impossible without spamming potions because the game has a kind of flinch mechanic when you're hit and if 5 enemies are hitting you, you are only allowed to move about 1 in ten seconds.",2013-12-28,Very similar to oblivion except with cooler combat.,2013,Neutral
5,This is a great game for all the people who love to play shooters and own a playstaion vita this is a game for you to enjoy and add to your collection as it challenges you to use your skills to beat every mission with precise shots and stealth you will find that you can will be challenged as each level gets more difficult. This is a must own I highly recomend this game for you .,2013-08-12,unit 13,2013,Positive
4,"My favorite of the Mario Party series. The minigames are fun and can get really competitive if you play with your friends. The day and night mechanic is my favorite thing in the game. In the day certain paths are available, and night new paths appear and some vanish. Also DK spaces appear in the day and Bowser spaces appear at night. Bowser will take stuff from you whereas DK gives you stuff. The store is also cool. You earn points by playing party games and minigames. Great game.",2013-09-07,Truly a great party game,2013,Positive
4,"What can I say? ... It was a challenge to find out how to attach it, but now my son can hear his High Def games properly.",2013-02-04,It Works!,2013,Positive
4,like this game very much the action is great ! since i have a bunch of games i working my way thru i keep comming back to this time after time .,2013-03-08,very worth it !,2013,Positive
5,"I absolutely loved this game on SNES and so when they released this collection on PS2, I went nuts! Even though gaming has come so far in the past 20 years, you can't get tired of original classics. There is also a full featured movie on this disk too and its pretty good!",2013-07-03,classic! a must have for anyone who grew up in the 90's!,2013,Positive
5,"Nice, quick, easy. Just plop it somewhere and quickly swap out batteries so you always have a fully charged battery ready for whenever you need it.",2013-06-22,Great charger,2013,Positive
4,"This is a good teaching tool for someone already acclimated with the guitar. When you first turn it on it helps you tune the guitar. It takes some getting used to because it proceeds quickly to the next step.  We were a little confused after trying the first song, again it goes quickly so you have to try to keep up.  We haven't gone through much of it, because we only have one guitar player in the house.  It's definitely geared towards teens and older.  Having the cable included made it simple to set up.  Would definitely recommend for someone who wants to learn different songs and is already familiar with guitar play.",2013-12-01,Could see its worth!,2013,Positive
5,"As a HUGE fan of CodeMasters Racing games since Grid, This game is the pinnacle of Rally racing games for me. I'll refer you to other 5* reviews already on here to get an idea of why I love this game so much because I feel no need to repeat what has already been stated.
Instead I will comment on the incredible value Amazon is giving us at the time of this writing. When I bought DiRT 3 when it first came out, I paid the full $60. After finishing the game, I purchased the Monte Carlo pack, Shibuya, Guts and Glory, DLCs, from XBox Live Marketplace, again, at full price. This ended up being nearly $90 after it was all said and done for what can now be bought here for roughly $40! Granted, you may have to purchase the VIP pass (~$10 for 5 cars, YouTube access and Multiplayer access) if you end up getting a copy of the game used from someone who has already used the VIP pass code included with your game.

I understand that time has this effect on goods and services in our economy, however, compared to some less entertaining games (see Dirt 2, going for $200 new here on Amazon) I think this is a bargain not to be passed up.",2013-07-03,Good Value!,2013,Positive
1,"Horrible console..... full of bugs and bad games.

get a different console, with full 1080p for call of duty ghosts instead.

m$ is not a video game maker, they just want a piece of the profit pie.

personal view only. if you disagree, then you are not an experienced gamer.

read my other cool reviews!",2013-12-01,Greatness does not await for this monstrocity.,2013,Negative
5,"It has very good graphics. It is challenging, but not to hard. The thing I like is that you don't have to go around and do missions all the time. You can just roam around having a fun time.",2013-04-30,Fun Game,2013,Positive
1,"I ordered this one and a red one at the same time, and the red one is my go-to controller. The problem with this one is the sticks are STIFF. I have tried to use it, but it just makes me mad. My son seems to like it, but out of the four controllers (all Sony), this one sucks the most eggs. The difference is so pronounced I started to think it must have been done on purpose, so I compared all four controllers. Three are identical - the red, blue and original black one. This white one however has a model number on the barcode tag on the back that is off by one letter, making it a 'different' model technically. If this gets posted, I will edit this later with the actual model number so you know. Some people may like it (like my 7 year old), but it absolutely drives me bonkers.",2013-01-17,Beware the model number of your controller,2013,Negative
2,"controls are alright.
there are 2 skins for each character, and each skin can be vastly customized. (except customization cost a ton of $)
there are a couple different modes like survival and arcade, but other than that the game gets SO repetitive.  Don't get me wrong, its fun, but the fun fades really quick. I just wish there was more to do in the game.

Unless you are a hardcore fan, or you are insanely in love with PSP fighters, don't buy it.",2013-12-30,"okay game, but gets repetative REALLY quickly.",2013,Negative
4,"When Angels fall and claim godhood, the real God tends to be none too pleased.

Story

The story of El Shaddai is (loosely) based off of a religious text 'The Book of Enoch' and follows Enoch, a heavenly scribe chosen by God, to find and return 7 fallen angels to heaven, the game explains this over a series of small cutscenes and novel-esque pieces. These fallen Angels have taken shelter on Earth, creating a veil, or false sky, to hide from God, the humans who once prayed to God saw they Angels as gods as well and began praying to them, eventually forgetting their true God. Since these people are praying to these false gods who have been corrupted by 'The Darkness', they do not ascend to Heaven when they die and instead become creatures of darkness themselves.

Graphics

If you ask anyone what stands out the most in El Shaddai, they'll say one of two things, the anime-like art style, or the remarkably amazing visuals (hopefully the latter). El Shaddai makes up for the lack of story with graphics that will leave you mesmerized, the coloring and lighting are done EXTREMELY well and make everything pop. The changing color scheme, which happens often, makes things come alive to a leel I have never honestly seen in gaming.

Normally, graphics are nothing special and remain unchanged from one game to another or differ slightly, in El Shaddai they are breathtaking and stunning, while they aren't realistic, they are some of the best (if not the best) artistic graphics I've ever seen.

Controls

The controls are rather simple to grasp, but can be tough to master. You have your standard jump, attack and guard buttons (A, X/Y and RB respectively), as well as a purification button (LB) which allows you to purify, or clean, your weapons as they get 'dirty' from attacking enemies. While they are rather basic, the timing is critical, a block at the right moment can send the enemy reeling, allowing for Enoch to follow up with a series of blows, attacking at the right moment has the same effect.

I mentioned Purification  you must purify your weapon regularly as it builds up darkness gained from enemies, if you don't purify, your weapon will inflict less damage and have a reduced chance of staggering the enemy, so you should really purify after every battle.

Music/Sound/Voice

There is little music generally, it is rather quite and almost harmonic with everything else that is going on in game, you can hear it but it will not stand out on most occasions. Somehow, this works well with the games settings, so I personally didn't mind the ambiance it brought.

Sound is done much tot he same effect, you'll hear somethings on some levels and nothing on others, these can be as simple wind blowing or fireworks going off, small things that add to the games ambiance.

Voicing is done very well for an anime styled game, which are usually quite over-dramatic, granted there's very little talking outside of confrontation or narration, but what little there is is done quite nicely.

Other

One of the negatives, or positives, depending on how you look at it,  is the fact that there are only 3 weapons in the game, the Arch, the Gale and the Veil (you can also use your fists, so technically 4). Each has their pros and cons, they are sort of like rock-paper-scissors, one beats the other which loses to a different one.

The Arch - A bow like weapon that is really a sword, the bow stings are sharp blades. The Arch is an all-around average weapon, average strength, speed and recoil.

The Gale - A series of shard like crystals that can be hurled at enemies and easily linked together. The Gale is very fast but also very weak and causes little recoil.

The Veil - A giant shield, broken in half allowing Enoch to easily wield it. The Veil has the best physical and defensive capabilities, causing recoil at a high rate, it is very slow however.

Once you've beaten the game, you can play through it again with extras such as outfits, higher difficulties and you are also graded in each level and leaderboard ranking.

Overall

El Shaddai is a rather unique game for both it's reference to real religious texts and for its amazing art, any fan of action/hack and slash titles should check this out.

8.5/10.0

Pros

- STUNNING visuals
- Simple, yet complex combat
- Interesting real life reference

Cons

- Limited weapons
- After you've mastered combat it's very easy
- Story takes awhile to take off

See the complete review at lvgrb.blogspot",2013-03-06,"A great game when new, even more so at the cheaper price",2013,Positive
5,"I got this for my husband and he loves the ""head shots"" on our big screen TV.  He's such a big kid!",2013-05-14,Husband loves it.,2013,Positive
5,"In my opinion Dead or Alive is arguably the best fighting game created.  I believe it is on par with Street Fighter.  The characters are likable, the combat is terrific, and not to hard to pick up.  For fighting game enthusiasts I believe this is a must.",2013-11-19,Dead Or Alive forever,2013,Positive
5,"I haven't gotten super far into the game but I can already say this, this is what GT5 should have been! It fixes the problems I had with GT5 and adds a ton more content. The car count is upped to over 1200 cars and there are a lot more tracks including ones that have never been there before. It also hass a much beefier career mode that is more fun. They brought back the Coffee Break and Mission challenges to keep things mixed up. It fixes the annoying loading times and is much quicker and streamlined. But the meat and potatoes of ANY simulator is the physics and I have to say the physics have been massively improved. GT5 had good physics already but these just feel right. Tire grip, suspension, everything just feels great. I am a better driving in GT6 because it more accurately simulates physics. It even goes as far as simulating everything that effects driving conditions such as atmospheric pressure, temperature, etc. Technically it is a marvel! It may look graphically the same as GT5 but it adds 50Xs the HDR lighting(lighting and shadows are in real time and not baked in like most of GT5 and its competitors) and has adaptive tessellation(which makes the car models more detailed the closer you get). Adaptive tessellation wasn't even heard of when PS3 came out and has only been used in super advanced PC games that require lots of power, yet they were able to squeeze this out of 7 year old tech. Things are also looking bright for the future of this game. They will be doing several large patches which add new exciting features like a very advanced course maker to make your own tracks, new cars, among others. My overall score for this game is 9/10. As far as racing goes it's the best you can get on consoles as of now and it does what it sets out to do very well.",2013-12-15,Bringing back the magic!!,2013,Positive
4,"I've heard this game getting some negative attention, but having just finished this game, I can tell you it is fairly well undeserved. There are a couple minor control issues, mostly centered around climbing quickly while being chased by helicopters, lol, but outside of that, the game controls are fairly seamless. The game itself is fun as hell. It's a 2-D scroller with a 3-D background which looks really cool in a sort of Apocalyptic Noire fashion. The gameplay itself is fun. You get weapons sparingly and always need to make decision regarding how you are going to deal with the zombies (or Shadows as they are called in this game). You have a stamina bar which is drained when running or engaging in melee combat. You have a very limited amount of bullets for any guns you find. You are however quite acrobatic, and running, jumping, diving, and rolling are equally important from a tactical standpoint. There are also some cool trap sequences, and in many parts, you can use the environment to your advantage as well.
Finally, the story is also really quite interesting, and unlike most games, the ""secrets"" (aka hidden objects) are very easy to find, although with the undead on your tail, you may not have time to grab them, lol

I think this is a definite must own. It really is a very good game in my opinion.",2013-07-14,Really cool take on the zombie genre....and a side scroller.,2013,Positive
5,"Ordered this for my daughter, because she likes level games. She likes it and has no complaints. Said it's mostly like the movie.",2013-05-02,My daughter likes it alot,2013,Positive
5,"both games work perfect and had a good time playing them, worth the money, fun games to play, good service",2013-07-07,"works perfect, good games",2013,Positive
5,You can not go wrong with Donkey Kong  for kids bought for nephew and he loves it plays it for hours,2013-07-15,Good game,2013,Positive
3,"One of the last ""classic"" Need For Speed games (Pre-Autolog) and at least as good as Underground but a bit too Hollywood.  It tried to cash in on the ""Fast and Furious"" craze and did a pale imitation of the storyline.  I don't need a Call of Duty story just to race around a moonlit city to enjoy a Need For Speed title.",2013-11-15,Yet another NFS Fast and Furious story,2013,Negative
5,"I will state that it's been ages sense I last looked at The Show and it seems they added a lot sense my last rounding.
Diamond Dynasty for one.  I will say The new angles and presentation are very well done and I couldn't ask for a more MiLB or MLB style broadcast.

The Road To The Show is back and seems to have really developed as you can be doing insanely good but just like real ball, you can't just be a hitter. You must work on your position and rounding yourself out.  I cant say I much more as I have been glued to the Road To The Show mode and the new to me Diamond Dynasty.

If anything give it a look if you haven't for a bit and or like baseball games.",2013-03-12,First MLB in years,2013,Positive
5,"I just got this game for my 5yr old daughter who loves Barbie.  It was a little difficult for her at first since she cant read the instructions on the screen but once I explained to her how to play, she loved it.  We only tried the two player but once she has some friends over it will be a lot of fun.",2013-11-19,My 5 yr old daughter loves it!,2013,Positive
